|57810449884|Mariska|Anthony|TAK
|43810055444|Laurel|Blanchard|TAK
|92890685014|Abraham|Tanner|NIE
|83910046199|Kenny|Abbott|NIE
|57830395729|Allys|Thompson|TAK
|90890688608|Maridel|Morris|TAK
|79890434970|Allin|Todd|TAK
|46830310447|Lucia|Carlton|NIE
|01850695260|Lena|Ross|NIE
|51900444179|Yorker|Meyers|TAK
|74830635686|Sean|Vaughn|NIE
|58830189783|Mirna|Herbert|NIE
|93900220447|Abbi|Stevens|TAK
|76820534359|Reinwald|Patel|TAK
|68820159335|Claiborne|Gillespie|TAK
|85850136871|Dietrich|Page|TAK
|87830224819|Eldredge|Decker|NIE
|48850143674|Anatol|Blanchard|TAK
|52910154384|Lonni|Underwood|TAK
|83850053084|Fannie|Moore|TAK
|52890097743|Jenifer|Bloom|TAK
|53860323974|Shay|Daniel|NIE
|69840447196|Kilian|Glover|TAK
|83860144756|Forrest|McCoy|TAK
|76840625655|Aaron|Nixon|TAK
|44880405333|Skippy|Carver|TAK
|44810227440|Octavia|Fleming|TAK
|03820536553|Derrek|Wilkins|TAK
|59890405787|Janis|Donovan|NIE
|99830668261|Hattie|Weeks|TAK
|63890203210|Sargent|Shepherd|NIE
|75840250379|Wilt|Rogers|NIE
|72870316972|Roderic|Bolton|TAK
|81860457405|Lurline|McIntyre|TAK
|51800008846|Ame|Frost|NIE
|46800385415|Garwood|Bond|NIE
|54910290617|Frederigo|Womble|TAK
|48900623420|Alisun|Langston|TAK
|03890480899|Burt|Pearce|NIE
|56900677426|Catherina|Goodman|TAK
|90890132604|Corella|Fox|TAK
|52820574366|Cordie|Price|TAK
|82890581274|Denney|Carlton|NIE
|79840417183|Adela|Silverman|NIE
|78840031090|Matthieu|Weaver|TAK
|49860384611|Tanny|Donnelly|TAK
|93820640851|Hakeem|Tucker|NIE
|78860258743|Fernande|Sherman|TAK
|51830089532|Bryant|Taylor|NIE
|46890178986|Tara|Lynch|NIE
